ILCE_UAVT,ILCE_ADI,ADI,ALT_KATEGORI,ADRES,TELEFON,WEBSITESI,ACIL_SERVIS,YATAK,AMBULANS,MAHALLE,ENLEM,BOYLAM
1782,BÜYÜKÇEKMECE,Büyükçekmece Toplum Sağlığı Merkezi,Toplum Sağlığı Merkezi,Nutuk Cad. No:4 DİZDARİYE/BÜYÜKÇEKMECE,0212 883 10 07,www.istanbulhalksagligi.gov.tr,,,Yok,DİZDARİYE,41.02028175000004,28.578800932000036
1782,BÜYÜKÇEKMECE,Büyükçekmece Ana Çocuk Sağlığı Ve Aile Planlaması,Ana Çocuk Sağlığı ve Aile Planlama Merkezi,Nutuk Cad. No:4 DİZDARİYE/BÜYÜKÇEKMECE,0212 883 66 35,www.istanbulhalksagligi.gov.tr,Yok,0,,DİZDARİYE,41.02031027500004,28.578675936000025
1782,BÜYÜKÇEKMECE,Batıköy Aile Sağlık Merkezi,Aile Sağlığı Merkezi,Uğur Mumcu Cad. No:5 MİMAROBA/BÜYÜKÇEKMECE,0212 863 36 26,,Yok,0,,MİMAROBA,41.00222748300007,28.539910015000032
1782,BÜYÜKÇEKMECE,Büyükçekmece 1 Nolu Aile Sağlık Merkezi,Aile Sağlığı Merkezi,Kooperatifler Cad. No:25 TÜRKOBA/BÜYÜKÇEKMECE,,,Yok,0,,TÜRKOBA,41.02479691900004,28.515422865000062
1782,BÜYÜKÇEKMECE,Kumburgaz Aile Sağlık Merkezi,Aile Sağlığı Merkezi,Belediye Cad. No:6 KUMBURGAZ/BÜYÜKÇEKMECE,0212 884 13 66,,Yok,0,,KUMBURGAZ,41.03063923000008,28.452965566000046
2053,ESENYURT,Esenyurt 9 Nolu Aile Sağlık Merkezi,Aile Sağlığı Merkezi,747. Sk. No:22 ARDIÇLI/ESENYURT,0212 620 58 46,,Yok,0,,ARDIÇLI,41.04489865600004,28.682574713000065
1325,EYÜPSULTAN,Kemerburgaz Aile Sağlık Merkezi,Aile Sağlığı Merkezi,Dispanser Sk. No:17 MİTHATPAŞA/EYÜPSULTAN,0212 360 13 11,,Yok,0,,MİTHATPAŞA,41.15895541500004,28.91137513700005
1327,FATİH,Topkapı Aile Sağlık Merkezi,Aile Sağlığı Merkezi,Sefa Hamamı Sk. No:1 TOPKAPI/FATİH,0212 521 50 15,,Yok,0,,TOPKAPI,41.01967706600004,28.92990052400006
2012,MALTEPE,Maltepe 22 Nolu Cezaevi Aile Sağlık Merkezi,Aile Sağlığı Merkezi,Bebek Sk. No: BÜYÜKBAKKALKÖY/MALTEPE,0216 561 74 02,,Yok,0,,BÜYÜKBAKKALKÖY,40.96743063500003,29.20714444600003
1604,SARIYER,Sarıyer Toplum Sağlığı Merkezi,Toplum Sağlığı Merkezi,Deniz Sk. No:6 FERAHEVLER/SARIYER,0212 262 54 74,www.istanbulhalksagligi.gov.tr,,,Yok,FERAHEVLER,41.132031883000025,29.041931786000077
1604,SARIYER,Rumelifeneri Aile Sağlık Merkezi,Aile Sağlığı Merkezi,Sancak Sk. No:8 RUMELİFENERİ/SARIYER,0212 228 15 86,,Yok,0,,RUMELİFENERİ,41.23385842600004,29.112126225000054
1622,SİLİVRİ,Silivri Merkez 1 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Hürriyet Cad. No:13 ALİBEY/SİLİVRİ,0212 727 10 19,,Yok,0,,ALİBEY,41.071538334000024,28.257439009000052
1622,SİLİVRİ,Büyükkılıçlı Sağlık Evi,Sağlık Evi,Çuhadar Sk. No:4 BÜYÜK KILIÇLI/SİLİVRİ,0212 748 44 84,,,,,,41.16186411700005,28.190209632000062
2014,SULTANBEYLİ,Sultanbeyli Toplum Sağlık Merkezi,Toplum Sağlığı Merkezi,Emir Cad. No:4 ABDURRAHMANGAZİ/SULTANBEYLİ,0216 398 07 70,www.istanbulhalksagligi.gov.tr,,,Yok,ABDURRAHMANGAZİ,40.970305094000025,29.261199876000035
2014,SULTANBEYLİ,Sultanbeyli Ana Çocuk Sağlığı Ve Aile Planlaması,Ana Çocuk Sağlığı ve Aile Planlama Merkezi,Kızılcık Sk. No:78B BATTALGAZİ/SULTANBEYLİ,0216 592 64 65,www.istanbulhalksagligi.gov.tr,Yok,0,,BATTALGAZİ,40.97794225800004,29.265645326000026
2014,SULTANBEYLİ,Suntanbeyli 4 Nolu Aile Sağlık Merkezi,Aile Sağlığı Merkezi,Çayır Sk. No:49A MEHMET AKİF/SULTANBEYLİ,0216 419 46 92,,Yok,0,,MEHMET AKİF,40.95647415800005,29.263725872000066
2055,SULTANGAZİ,Zübeyde Hanım Ana Çocuk Sağlığı Ve Aile Planlaması,Ana Çocuk Sağlığı ve Aile Planlama Merkezi,2116. Sk. No:20 UĞUR MUMCU/SULTANGAZİ,0212 536 49 03,www.istanbulhalksagligi.gov.tr,Yok,0,,UĞUR MUMCU,41.096187247000046,28.867097053000066
2055,SULTANGAZİ,Sultançiftliği Aile Sağlık Merkezi,Aile Sağlığı Merkezi,171. Sk. No:30 SULTANÇİFTLİĞİ/SULTANGAZİ,0212 619 90 14,,Yok,0,Yok,SULTANÇİFTLİĞİ,41.101079252000034,28.858146115000068
2015,TUZLA,Aydınlı Şehit Bekir Demir Aile Sağlık Merkezi,Aile Sağlığı Merkezi,Kahraman Sk. No:28 AYDINLI/TUZLA,0216 393 28 76,,Yok,0,,AYDINLI,40.87062406000007,29.32980556800004
1852,ÜMRANİYE,Ümraniye 21 Nolu Cezaevi Aile Sağlık Merkezi,Aile Sağlığı Merkezi,Küçüksu Cad. No: İNKILAP/ÜMRANİYE,0216 632 43 47,,Yok,0,,İNKILAP,41.05494749500008,29.115502737000043
1852,ÜMRANİYE,Ümraniye 22 Nolu Cezaevi Aile Sağlık Merkezi,Aile Sağlığı Merkezi,Küçüksu Cad. No: İNKILAP/ÜMRANİYE,0216 631 65 16,,Yok,0,,İNKILAP,41.05400982000003,29.115873615000055
1708,ÜSKÜDAR,Bulgurlu Aile Sağlık Merkezi,Aile Sağlığı Merkezi,Bağcılar Cad. Bülbül Sk.No:5 BULGURLU/ÜSKÜDAR,0216 520 01 40,,Yok,0,,BULGURLU,41.01911473500007,29.07437277500003
1708,ÜSKÜDAR,Doğancılar Aile Sağlık Merkezi,Aile Sağlığı Merkezi,Açık Türbe Mektebi Sk. No:66 AZİZ MAHMUT HÜDAYİ/ÜSKÜDAR,0216 532 93 83,,Yok,0,,AZİZ MAHMUT HÜDAYİ,41.022565807000035,29.015758178000056
1708,ÜSKÜDAR,Üsküdar 20 Nolu Aile Sağlık Merkezi,Aile Sağlığı Merkezi,Sebat Sk. No:6 KÜPLÜCE/ÜSKÜDAR,0216 318 93 42,,Yok,0,,KÜPLÜCE,41.03285382100006,29.060904400000027
1708,ÜSKÜDAR,Üsküdar 23 Nolu Aile Sağlık Merkezi,Aile Sağlığı Merkezi,Ayazma Cad. No:4/2 ÜNALAN/ÜSKÜDAR,0216 324 76 46,,Yok,0,,ÜNALAN,40.99861497000006,29.065149785000074
1739,ZEYTİNBURNU,Yeşiltepe Aile Sağlık Merkezi,Aile Sağlığı Merkezi,56. Sk. No:67 SÜMER/ZEYTİNBURNU,0212 582 50 12,,Yok,0,,SÜMER,40.99116189100005,28.897873936000053
1739,ZEYTİNBURNU,Zeytinburnu 3 Nolu Aile Sağlık Merkezi,Aile Sağlığı Merkezi,85/5. Sk. No:26 TELSİZ/ZEYTİNBURNU,0212 582 82 70,,Var,0,,TELSİZ,41.001416737000056,28.911712426000065
2051,BEYLİKDÜZÜ,İstanbul 2 Nolu Halk Sağlığı Laboratuvarı,Laboratuvar,Birlik Sanayi Yolu No: YAKUPLU/BEYLİKDÜZÜ,0212 570 00 51,www.istanbulhalksagligi.gov.tr,,,,YAKUPLU,41.00729044700006,28.659803414000066
2049,ATAŞEHİR,SBÜ Ümraniye Eğitim ve Araştırma Hastanesi Mustafa Kemal Semt Polikliniği,Poliklinik,3001. Cad. No:79 MUSTAFA KEMAL/ATAŞEHİR,0216 632 18 18,,Yok,,,MUSTAFA KEMAL,41.00366716800005,29.09337218400003
1708,ÜSKÜDAR,Beylerbeyi Toplum Ruh Sağlığı Merkezi,Toplum Sağlığı Merkezi,Şemsiefendi Sk. No:7/2 BEYLERBEYİ/ÜSKÜDAR,0216 557 91 02,,Yok,0,,BEYLERBEYİ,41.04305579000004,29.045065986000054
2005,BAHÇELİEVLER,İstanbul Fizik Tedavi Rehabilitasyon Eğitim ve Araştırma Hastanesi ,Eğitim Araştırma Hastanesi,Ordu Cad. No:1-7 KOCASİNAN MERKEZ/BAHÇELİEVLER,0212 496 50 00,www.istanbulftr.gov.tr,Yok,253,Var,KOCASİNAN MERKEZ,41.00599613000003,28.844054484000026
1622,SİLİVRİ,Silivri 2 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Çanta Cad. No:162 F SEMİZKUMLAR/SİLİVRİ,0212 726 07 04,www.istanbulsaglik.gov.tr,Yok,3,Var,SEMİZKUMLAR,41.093664610000076,28.154800849000026
1622,SİLİVRİ,Silivri Ceza İnfaz Kurumu Devlet Hastanesi,Devlet Hastanesi,Çanta Cad. No:162 F SEMİZKUMLAR/SİLİVRİ,0212 726 05 62,http://silivrickdh.saglik.gov.tr,Var,30,Yok,SEMİZKUMLAR,41.093706593000036,28.153629826000042
1327,FATİH,Şehremini Verem Savaş Dispanseri,Verem Savaş Dispanseri,Turgut Özal Millet Cad. No:118AH TOPKAPI/FATİH,0212 521 81 98,www.istveremsavder.org,,0,Yok,TOPKAPI,41.01627992200008,28.93355364400003
2012,MALTEPE,İstanbul Onkoloji Hastanesi,Özel Hastane,Talatpaşa Cad. No:75 CEVİZLİ/MALTEPE,0216 457 37 37,www.istanbulonkoloji.com,Var,54,Var,CEVİZLİ,40.922593480000046,29.153420838000045
1663,ŞİŞLİ,Özel Acıbadem Hastanesi Taksim,Özel Hastane,Nizamiye Sk. No:26 İNÖNÜ/ŞİŞLİ,0212 273 44 44,www.acibadem.com,Var,93,Yok,İNÖNÜ,41.041491233000045,28.982326907000072
2048,ARNAVUTKÖY,Arnavutköy 2 Nolu Acil  Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,Çarşamba Sk. No:1 HADIMKÖY/ARNAVUTKÖY,0212 771 27 83,www.istanbulsaglik.gov.tr,Yok,3,Var,HADIMKÖY,41.15616569200006,28.624525859000073
2048,ARNAVUTKÖY,Arnavutköy 3 Nolu Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,Atatürk Cad. No:42 MAREŞAL FEVZİ ÇAKMAK/ARNAVUTKÖY,0212 597 61 78,www.istanbulsaglik.gov.tr,Yok,3,Var,MAREŞAL FEVZİ ÇAKMAK,41.203956670000025,28.716739080000025
2004,BAĞCILAR,Bağcılar 2 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Cami Yolu Cad. No:66 EVREN/BAĞCILAR,0212 474 47 31,www.istanbulsaglik.gov.tr,Yok,3,Var,15 TEMMUZ,41.03971720900006,28.81697365800005
2004,BAĞCILAR,Bağcılar 5 Nolu Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,Bağcılar Eğitim Araştırma HAstanesi Heliport Alanı Yanı MERKEZ/BAĞCILAR,0212 562 72 84,www.istanbulsaglik.gov.tr,Yok,3,Var,MERKEZ,41.02924450000006,28.870826657000066
2005,BAHÇELİEVLER,Bahçelievler 7 ve 9 Nolu  Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,Saray Cad. No:4 ŞİRİNEVLER/BAHÇELİEVLER,0212 442 33 73,www.istanbulsaglik.gov.tr,Yok,3,Var,ŞİRİNEVLER,40.99963920600004,28.851374579000037
1166,BAKIRKÖY,Bakırköy 1 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Dr. Tevfik Sağlam Cad. No:32 /7 ZUHURATBABA/BAKIRKÖY,0212 572 78 03,www.istanbulsaglik.gov.tr,Yok,3,Var,ZUHURATBABA,40.991296470000066,28.85870515700003
1166,BAKIRKÖY,Bakırköy 2 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Lale Sk. No:7 ATAKÖY 7-8-9-10. KISIM/BAKIRKÖY,0212 560 05 96,www.istanbulsaglik.gov.tr,Yok,3,Var,ATAKÖY 7-8-9-10. KISIM,40.98027895800004,28.842898260000027
1166,BAKIRKÖY,Bakırköy 3 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Dr. Tevfik Sağlam Cad. No:25 /1 ZUHURATBABA/BAKIRKÖY,0212 542 22 88,www.istanbulsaglik.gov.tr,Yok,3,Var,ZUHURATBABA,40.990654412000026,28.861337006000042
2050,BAŞAKŞEHİR,Başakşehir 1 Nolu Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,Denizatı Sk. No:15 BAHÇEŞEHİR 2. KISIM/BAŞAKŞEHİR,0212 672 56 37,www.istanbulsaglik.gov.tr,Yok,3,Var,BAHÇEŞEHİR 2. KISIM,41.066081359000066,28.678138956000055
1886,BAYRAMPAŞA,Bayrampaşa 2 ve 6  Nolu Acil Sağlık Hizmetleri İstasyonları,Acil Yardım İstasyonu,Şehir Parkı Cad. No: YILDIRIM/BAYRAMPAŞA,0212 640 62 53,www.istanbulsaglik.gov.tr,Yok,3,Var,YILDIRIM,41.063252000000034,28.887954000000036
1739,ZEYTİNBURNU,Bayrampaşa 3 Nolu Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,Gümüşsuyu Cad. No:62 MALTEPE/ZEYTİNBURNU,0212 674 49 97,www.istanbulsaglik.gov.tr,Yok,3,Var,MALTEPE,41.029916480000054,28.914126920000058
1183,BEŞİKTAŞ,Beşiktaş 3 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Barbaros Bulvarı No:2/1 DİKİLİTAŞ/BEŞİKTAŞ,0212 227 87 15,www.istanbulsaglik.gov.tr,Yok,3,Var,DİKİLİTAŞ,41.05218093600007,29.008395820000032
2051,BEYLİKDÜZÜ,Beylikdüzü 1 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Gülbahçe Sk. No:10 BARIŞ/BEYLİKDÜZÜ,0212 873 41 74,www.istanbulsaglik.gov.tr,Yok,3,Var,BARIŞ,40.99585067100003,28.651665971000057
2051,BEYLİKDÜZÜ,Beylikdüzü 4 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Gülbahçe Sk. No:10 BARIŞ/BEYLİKDÜZÜ,0212 873 41 74,www.istanbulsaglik.gov.tr,Yok,3,Var,BARIŞ,40.99579543900006,28.651696069000025
2051,BEYLİKDÜZÜ,Adnan Kahveci Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Osmanlı Cad. ADNAN KAHVECİ/BEYLİKDÜZÜ,0212 855 13 13,,Yok,0,,ADNAN KAHVECİ,41.004170386000055,28.62942753200008
2051,BEYLİKDÜZÜ,Beylikdüzü 7 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Osmanlı Cad. ADNAN KAHVECİ/BEYLİKDÜZÜ,0212 855 13 52,www.istanbulsaglik.gov.tr,Yok,3,Var,ADNAN KAHVECİ,41.00419604900003,28.629542101000027
1663,ŞİŞLİ,Beyoğlu 4 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Bağlantı Yolu HARBİYE/ŞİŞLİ,0212 293 47 29,www.istanbulsaglik.gov.tr,Yok,3,Var,HARBİYE,41.04174736600004,28.98992267600005
1663,ŞİŞLİ,Beyoğlu 2 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Bomonti-Dolmabahçe Karayolu Tüneli HARBİYE/ŞİŞLİ,0212 293 47 29,www.istanbulsaglik.gov.tr,Yok,3,Var,HARBİYE,41.041743085000064,28.990091867000046
1186,BEYOĞLU,Beyoğlu 3 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Talip Paşa Arkası Sk. No:7 SÜTLÜCE/BEYOĞLU,0212 249 18 95,www.istanbulsaglik.gov.tr,Yok,3,Var,SÜTLÜCE,41.05154736600008,28.94475956000008
1186,BEYOĞLU,Beyoğlu 5 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Sipahi Fırını Sk. No:2A YAHYA KAHYA/BEYOĞLU,0212 297 89 75,www.istanbulsaglik.gov.tr,Yok,3,Var,YAHYA KAHYA,41.03304655800008,28.970880451000028
1782,BÜYÜKÇEKMECE,Büyükçekmece 3 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Parmaksız Cad. No:35 ATATÜRK/BÜYÜKÇEKMECE,0212 882 11 29,www.istanbulsaglik.gov.tr,Yok,3,Var,ATATÜRK,41.012914702000046,28.605627198000036
1782,BÜYÜKÇEKMECE,Büyükçekmece 1 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Parmaksız Cad. No:35 ATATÜRK/BÜYÜKÇEKMECE,0212 882 11 29,www.istanbulsaglik.gov.tr,Yok,3,Var,ATATÜRK,41.012906050000026,28.605502829000045
1237,ÇATALCA,Arnavutköy 4 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Gökçeali Cad. No:288 SUBAŞI/ÇATALCA,0212 795 04 15,www.istanbulsaglik.gov.tr,Yok,3,Var,SUBAŞI,41.22157665300006,28.455551811000078
1237,ÇATALCA,Çatalca 2 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Gökçeali Cad. No:288 SUBAŞI/ÇATALCA,0212 795 04 15,www.istanbulsaglik.gov.tr,Yok,3,Var,SUBAŞI,41.22157635800005,28.455387749000067
2016,ESENLER,Esenler 2 No'lu Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,939. Sk. No:26 KEMER/ESENLER,0212 628 51 12,www.istanbulsaglik.gov.tr,Yok,3,Var,KEMER,41.055506895000065,28.879603907000046
2016,ESENLER,Esenler 4 No'lu Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,939. Sk. No:26 KEMER/ESENLER,0212 628 51 12,www.istanbulsaglik.gov.tr,Yok,3,Var,KEMER,41.05559037900008,28.87961429300003
2053,ESENYURT,Esenyurt 8 No'lu Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,1131. Sk. No:1/2 BAĞLARÇEŞME/ESENYURT,0212 699 11 03,www.istanbulsaglik.gov.tr,Yok,3,Var,BAĞLARÇEŞME,41.03889021600003,28.676451237000038
2053,ESENYURT,Esenyurt 1 No'lu Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,1131. Sk. No:1/2 BAĞLARÇEŞME/ESENYURT,0212 699 11 03,www.istanbulsaglik.gov.tr,Yok,3,Var,BAĞLARÇEŞME,41.03886182400004,28.67646832500003
2053,ESENYURT,Esenyurt 5 No'lu Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,3020. Sk. No:46 AKÇABURGAZ/ESENYURT,0212 858 08 42,www.istanbulsaglik.gov.tr,Yok,3,Var,AKÇABURGAZ,41.07585234000004,28.63312499700004
2053,ESENYURT,Esenyurt 2 No'lu Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,3020. Sk. No:46 AKÇABURGAZ/ESENYURT,0212 858 08 42,www.istanbulsaglik.gov.tr,Yok,3,Var,AKÇABURGAZ,41.075832614000035,28.633068738000077
2053,ESENYURT,Esenyurt 3 No'lu Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,545. Sk. No:4 GÖKEVLER/ESENYURT,0212 853 95 48,www.istanbulsaglik.gov.tr,Yok,3,Var,GÖKEVLER,41.02593739100007,28.63520991100006
2053,ESENYURT,Esenyurt Toplum Sağlığı Merkezi,Toplum Sağlığı Merkezi,Karakol Sk. No:2 NECİP FAZIL KISAKÜREK/ESENYURT,0212 853 77 52 - 0212 853 65 62,www.istanbulhalksagligi.gov.tr,,,Yok,NECİP FAZIL KISAKÜREK,41.03154737300008,28.65782338100007
2053,ESENYURT,Esenyurt 6 No'lu Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,Karakol Sk. No:2 NECİP FAZIL KISAKÜREK/ESENYURT,0212 689 09 04,www.istanbulsaglik.gov.tr,Yok,3,Var,NECİP FAZIL KISAKÜREK,41.03149137500003,28.657801866000057
1325,EYÜPSULTAN,Eyüpsultan 1 No'lu Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,Hz. Halid Bulvarı No:29 İSLAMBEY/EYÜPSULTAN,0212 581 73 47,www.istanbulsaglik.gov.tr,Yok,3,Var,İSLAMBEY,41.047927696000045,28.930514080000023
1325,EYÜPSULTAN,Eyüpsultan 2 No'lu Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,Muhsin Yazıcıoğlu Cad. No:65 SİLAHTARAĞA/EYÜPSULTAN,0212 563 63 88,www.istanbulsaglik.gov.tr,Yok,3,Var,SİLAHTARAĞA,41.06098796100008,28.940442791000066
1327,FATİH,Fatih 3 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Aynalı Bakkal Sk. No:2 MEVLANAKAPI/FATİH,0212 533 08 05,www.istanbulsaglik.gov.tr,Yok,3,Var,MEVLANAKAPI,41.01053200000007,28.92545800000005
1327,FATİH,Fatih 4 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Mahkemealtı Cad. AYVANSARAY/FATİH,0212 631 94 22,www.istanbulsaglik.gov.tr,Yok,3,Var,AYVANSARAY,41.03642300000007,28.945308000000068
1327,FATİH,Fatih 6 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Koca Mustafapaşa Cad. No:53P CERRAHPAŞA/FATİH,0212 586 18 43,www.istanbulsaglik.gov.tr,Yok,3,Var,CERRAHPAŞA,41.00565041800007,28.94071811200007
1327,FATİH,Fatih 8 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Turgut Özal Millet Cad. No:118R TOPKAPI/FATİH,0212 621 92 96,www.istanbulsaglik.gov.tr,Yok,3,Var,TOPKAPI,41.016981000000044,28.93439200000006
1336,GAZİOSMANPAŞA,Gaziosmanpaşa 6 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,322. Sk. No:4 HÜRRİYET/GAZİOSMANPAŞA,0212 479 93 57,www.istanbulsaglik.gov.tr,Yok,3,Var,HÜRRİYET,41.08225871700006,28.882565956000064
1336,GAZİOSMANPAŞA,Gaziosmanpaşa 7 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Menderes Cad. No:20 KARADENİZ/GAZİOSMANPAŞA,0212 649 20 18,www.istanbulsaglik.gov.tr,Yok,3,Var,KARADENİZ,41.07368400000007,28.90242500000005
2010,GÜNGÖREN,Güngören 3 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Fatih Cad. No:15 MEHMET NESİH ÖZMEN/GÜNGÖREN,0212 637 69 78,www.istanbulsaglik.gov.tr,Yok,3,Var,MEHMET NESİH ÖZMEN,41.01497087400003,28.882891114000074
2010,GÜNGÖREN,Güngören 5 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Fatih Cad. No:15 MEHMET NESİH ÖZMEN/GÜNGÖREN,0212 637 69 78,www.istanbulsaglik.gov.tr,Yok,3,Var,MEHMET NESİH ÖZMEN,41.015001625000025,28.882892954000056
2010,GÜNGÖREN,Güngören 4 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Soğanlı Cad. No:96 MERKEZ/GÜNGÖREN,0212 435 58 59,www.istanbulsaglik.gov.tr,Yok,3,Var,MERKEZ,41.024294000000054,28.879035000000044
1421,KADIKÖY,Kadıköy 2-4 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Fenerbahçe Orduevi İç Yolu FENERBAHÇE/KADIKÖY,0216 550 68 32,www.istanbulsaglik.gov.tr,Yok,3,Var,FENERBAHÇE,40.97014100000007,29.04413900000003
1421,KADIKÖY,Kadıköy 5 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Ressam Salih Erimez Cad. MERDİVENKÖY/KADIKÖY,0216 566 69 15,www.istanbulsaglik.gov.tr,Yok,3,Var,MERDİVENKÖY,40.98535314500003,29.065584912000077
1421,KADIKÖY,Kadıköy 6 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Ressam Salih Erimez Cad. MERDİVENKÖY/KADIKÖY,0216 567 76 10,www.istanbulsaglik.gov.tr,Yok,3,Var,MERDİVENKÖY,40.98549811300006,29.065834385000073
1421,KADIKÖY,Kadıköy 7-9 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Bayar Cad. 19 MAYIS/KADIKÖY,0216 355 76 99,www.istanbulsaglik.gov.tr,Yok,3,Var,19 MAYIS,40.97516516700006,29.088435369000024
1810,KAĞITHANE,Kağıthane 3 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Abdi İpekçi Cad. No:9 HARMANTEPE/KAĞITHANE,0212 283 45 94,www.istanbulsaglik.gov.tr,Yok,0,Var,HARMANTEPE,41.08016325400007,28.991048060000026
1810,KAĞITHANE,Kağıthane 4 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Karaman Sk. No:6 HAMİDİYE/KAĞITHANE,0212 295 51 33,www.istanbulsaglik.gov.tr,Yok,0,Var,HAMİDİYE,41.094720246000065,28.970047239000053
1810,KAĞITHANE,Kağıthane 5 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Kaptan Sk. No:3 ÇELİKTEPE/KAĞITHANE,0212 282 43 66,www.istanbulsaglik.gov.tr,Yok,0,Var,ÇELİKTEPE,41.083449227000074,29.002829088000055
1449,KARTAL,Kartal 1 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Mustafa Kemal Cad. No:15B CEVİZLİ/KARTAL,0216 383 86 02,www.istanbulsaglik.gov.tr,Yok,3,Var,CEVİZLİ,40.91319104200005,29.17480439600007
1449,KARTAL,Kartal 4-7 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Hakan Sk. No:6 ESENTEPE/KARTAL,0216 306 42 74,www.istanbulsaglik.gov.tr,Yok,3,Var,ESENTEPE,40.90362875400007,29.18588900800006
1823,KÜÇÜKÇEKMECE,Küçükçekmece 5 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Turgut Özal Bulvarı No:11/2 İSTASYON/KÜÇÜKÇEKMECE,0212 471 46 35,www.istanbulsaglik.gov.tr,Yok,3,Var,İSTASYON,41.03366660700004,28.777534264000053
1823,KÜÇÜKÇEKMECE,Küçükçekmece 6 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,İnönü Cad. No:76/2 YENİ MAHALLE/KÜÇÜKÇEKMECE,0212 579 03 17,www.istanbulsaglik.gov.tr,Yok,3,Var,YENİ MAHALLE,41.02171442100007,28.79051197900003
1823,KÜÇÜKÇEKMECE,Küçükçekmece 9 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,İnönü Cad. No:76/2 YENİ MAHALLE/KÜÇÜKÇEKMECE,0212 579 03 17,www.istanbulsaglik.gov.tr,Yok,3,Var,YENİ MAHALLE,40.997215349000044,28.77682583400008
1823,KÜÇÜKÇEKMECE,Küçükçekmece 7 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Turgut Özal Bulvarı No:46 ATAKENT/KÜÇÜKÇEKMECE,0212 472 50 37,www.istanbulsaglik.gov.tr,Yok,3,Var,ATAKENT,41.05524139000005,28.759573008000075
2012,MALTEPE,Maltepe 2 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Maltepe-Başıbüyük Yolu No:9 BAŞIBÜYÜK/MALTEPE,0216 421 25 81,www.istanbulsaglik.gov.tr,Yok,3,Var,BAŞIBÜYÜK,40.95060331600007,29.14052970000006
